,Date,Title,Author,Abstract
230,2016-07-22,Agarttha (III),Lourdes Phalanges," Troisième volet du feuilleton Science Fiction de l'été par Lourdes Phalanges. Arrive le moment clef, où la dystopie dévoile un probable point faible, le fameux grain de sable dans les rouages du système. Dans cet univers de zombies, qui ressemble assez étrangement à notre contemporanéité, à peine en un peu plus exagérée, au milieu d'une population de clones, semble émerger une individualité, une singularité qui fait écho au sentiment du narrateur que quelque chose ne tourne pas rond et qui le turlupine. Non. Ce n'est pas un spoil que d'annoncer que Lourdes Phalanges entre dans les clous de l'évolution classique de l'intrigue des romans d'anticipation. C'est un gage de qualité, humour, ironie et second degré en prime."
231,2016-01-09,Les stoïques de Flax,Muscadet," Muscadet revient pour une nouvelle aventure dans son univers d'héroïc fantasy errant de Pouif à Flax à dos de sanglier. Comme le précise l'auteur, c'est un Stand-alone de la Flambée de Flax (Saint Con 2015) que j'avais particulièrement appréciée par son humour et la volonté de parodie des storyverses de George R. R. Martin et J.R.R. Tolkien. Autant vous dire que ce volet est plus sérieux me remémore d'interminables campagnes sur plusieurs années de Warhammer . C'est clairement pas le même délire cependant il y a tout de même une super carac que possède Muscadet et qui fait que la sauce prend et nous tient en haleine, c'est son style littéraire impeccable 80+1D100/5 à chaque paragraphe. ça ferait un super MEUPORG d'ailleurs Peter Jackson veut racheter les droit d'adaptation cinématographique si Guillermo Del Toro coréalise tout le bousin."
232,2016-10-09,Exposé sur la création des bisounours,nihil," Après quelques recherches sur le forum, j'ai retrouvé un court texte de nihil expliquant les origines de la création de la Zone. Je me permets de poster ce témoignage archéologique aujourd'hui sans son autorisation car l'heure est grave : avec l'avènement des réseaux sociaux, les bisounours ont clairement remporté la guerre et vivent à présent leur Âge d'Or en toute quiétude, sans la moindre opposition, sans la moindre dissidence. Ils ont atteint l'apogée d'une société qu'ils ont rebâti à leur image. Certes le terme ""bisounours"" fait désormais partie du langage du profane, les politiques de tout bord se sont emparé de l'expression pour mieux en galvauder le sens. Ces sombres personnages font dans l'élevage intensif de bisounours en réalité et alors qu'ils les dénoncent, leurs spindoctors, dans l'ombre, mettent au point d'immondes techniques bisounoursiennes pour endoctriner les masses, aussi paradoxal que cela puisse paraître. La vérité historique devait être révélée. Il y a trop longtemps que les zonards sont dans le maquis."
233,2016-10-13,Les insectes dans le cerveau,HaiKulysse," Après Lapinchien et Aka, HaiKulysse reprend le flambeau de la rubrique ""Blogule Rouge"". Bienvenue à tous sur le blog de Jack, le boucher amateur de cinéma underground, qui voit ou croit voire des insectes un peu partout, dans les rapports entre les Hommes, dans sa tête et celle des autres, dans nos sociétés modernes, mortes et en putréfaction avancée. Ce come-back est particulièrement réussi et d'un niveau littéraire supérieur à l'original, probablement parce qu'HaiKulysse n'a jamais entendu parler de cette rubrique http://www.lazone.org/articles/rubriques/40.html (peut-être n'était-il même pas né à l'époque ?) Quoi qu'il en soit, espérons qu'il poursuive dans cette voie."
234,2016-10-25,TURN (on) #EconomieDePartage,AntonellaPorcelluzzi," Cette nouvelle en cinq chapitres, que nous propose Antonnella Porcelluzzi, n'a pas été écrite spécialement pour le dossier #EconomieDePartage cependant je la trouve tout à fait idoine dans ce contexte puisqu'elle nous rappelle que la sharing economy existait bien avant l'émergence du web : la marchandisation de la paix de l'âme par l'aveu via la confession ou la psychanalyse et le partage d'actes sexuels tarifés via la prostitution (Plus vieux métiers du monde paraîtrait-il ?) Aussi relativisions, toute l'innovation qu'on veut bien y voir et les effets annoncés chamboulant du tout au tout nos quotidiens puisque l'économie de partage existe bel et bien depuis la nuit des temps et semble même être antérieure à tout autre type d'économie. Dans ce texte, on nous rappelle ses fondamentaux, charnels, tactiles, énonciatifs. Bien sûr en réalité l'innovation vient de la portée impressionnante qu'apporte l'outil Internet et les effets de masse à présent induits et souvent dévastateurs ou miraculeux laissant peu de place à des états intermédiaires. Ce n'est pas le sujet traité dans ce texte cependant. Ici, ce qui m'a particulièrement inspiré, c' est le parallèle qui pourrait être fait entre l'échange de fluides corporels, les monnaies véritables des échanges sexuels et le questionnement que cela provoque : l'économie de partage verra-t-elle émerger ses propres maladies vénériennes venant réguler des emballements excessifs et soudains ? Il va sans dire que le texte ne parle pas du tout de cela, qu'il est beaucoup plus subtile, centré sur les partages humains extrêmes évoluant crescendo dans sa trame, du triolisme au meurtre puis aux inévitables aveux. Quoi qu'il en soit, cette lecture va vous agacer. Bien sûr en premier lieux à la découverte par petites touches du tableau malsain construit avec une malice magistrale devant nos yeux, une sorte de performance live de l'auteur. Ce dernier d'origines italiennes digresse de plus sur des théories intéressantes et sa maîtrise du français, perfectible, rajoute une nouvelle couche sur le tableau : un autre malaise tout à fait charmant paradoxalement. Un troublant dosage de répulsion et d'attraction donne un cachet singulier à ce texte dont la lecture vous est vivement recommandée. Je vous invite d'ailleurs à googlelizer le nom d'Antonnella Porcelluzzi, vous serez surpris par son oeuvre riche et dérangeante."
235,2016-10-29,Le passage,Cuddle," Cuddle propose ce texte suite aux nombreuses interventions d'auteurs sur la Zone invitant les lecteurs à écouter une musique particulière pendant la lecture de leurs textes. (pourquoi pas éteindre la lumière et foutre le feu à sa baraque tant qu'on y est ?) L'approche de Cuddle est en cela originale puisqu'au lieu de proposer une expérience de lecture ""augmentée"", d'inviter le lectorat à un artifice particulier pour apprécier au mieux ce qui est raconté, elle concède humblement une source d'inspiration ayant contribué fortement au processus créatif. Bon, elle va même au delà puisqu'elle ajoute : ""Cet extrait de texte m'était venu en tête suite à l'écoute de cette chanson de LP, Muddy Water : https://www.youtube.com/watch?v=Ss8t7a8n0U4 La musique me mettait un peu en transe, j'y voyais une sorte de cérémonie hindou, avec de l'eau qui prenait subitement vie qui m’entraînait au fond de l'eau, fin bon je spécifie que j'avais rien picolé et rien fumé à ce moment là."" Autant vous dire que les voies de l'inspiration sont impénétrables et les Muses taquines : Personnellement, j'ai trouvé la musique insupportable, et je ne vois aucun rapport avec ce texte d'Oniric Fantasy vraiment excellent dans son genre. Le trip quasi chamanique de Cuddle m'a bien fait marrer aussi. Je n'ai pas la moindre idée de comment une voix de crécelle sur une rythmique imbitable peut la mettre dans de tels états, lui inspirer un aussi bel univers narratif et la route puissamment originale qu'elle nous convie à y emprunter."
236,2016-01-12,Prudence,Clacker," Voici un début de concours en fanfare avec un texte fantastique pur jus. Alors forcément, je vais pas vous résumer le bordel et spoiler la fin mais juste vous dire qu'on y trouve tous les ingrédients d'un bon texte fantastique : de l'alcool, des rencontres, du cul, de la sombritude et de l’étrangeté bien corsé. Note pour moi : j'ai eu l'impression de lire mon autobiographie dans les premiers paragraphes. Les sorties de fac et l'apéro qui s'en suit : un grand ""classico"" qui m'a rendu nostalgique. *Ah, le BlackPearl et ses pintes en happyhour*. (Le passage sur le ""chibre"" m'a fait bien rire aussi)"
237,2016-12-16,Les Sept - Astarté (4),Cuddle," Après Baalzebuth, Abbadon et Béhémoth, Cuddle propose un quatrième chapitre de sa magnifique et intrigante saga de heroic fantasy s'articulant à nouveau autour d'un personnage maudit. Aujourd'hui, Astarté, une reine sanguinaire inspirée du Pharaon de la Bible dans l'Exode 11-5 mais aussi Hérode dans Matthieu 2-16 . Il ne reste donc plus que 3 derniers Playmobils à trouver et Cuddle pourra bien s'amuser avec ses joujoux. Probablement une grande bataille ultime de cette coalition de super méchants contre les hordes du Chaos en Lego. L'air de rien, le concept est sympathique et petit à petit, Cuddle construit un panthéon et un bestiaire à faire rougir d'envie Robert E. Howard, l'auteur des aventures de Conan le Barbare."
238,2016-12-23,"Le Déconte de Noël : Deux boules, une guirlande, dans une étroite cheminée.",Lourdes Phalanges," Quand on s'y attend le moins, Lourdes Phalanges déboule, pète ta porte à grands coups de hache, t'attrape par le cou, t'éclate la tronche deux trois fois sur ta table avant de te raconter une belle histoire tout en te faisant bouffer un à un les feuillets du bouquin. Petit conte de Noël ou de Hanukkah ou de la Sainte Surconsommation si c'est ta religion, toi, ami du lectorat. Originellement, Lourdes Phalanges voulait lancer une initiative de calendrier de l'avent mais il est très bon pour la laïcité zonarde que très peu d'entre nous l'aient suivi dans son putch. Aussi sa contribution se voit-elle classée dans le dossier ""Contes de fées"" officiellement exhumé et réouvert pendant toute la trêve des confiseurs si vous êtes d'humeur à écrire et poster des contes bien débiles sur la Zone. Cette année, la tendance sera punkoïde trash à paillettes."
239,2017-04-01,George Michael,Mill," Finalement, on était plutôt content qu'il la ferme; le Mill. Finalement, la Zone était en vacances de Mill et C'ETAIT BIEN ! Le bavard le plus lourdingue de la Zone nous revient avec un Cri de la Chtouille déjà lu dans une radio locale et c'est, ma foi, c'est frais, c'est doux, c'est chiant, c'est du Mill, paraît qu'y en a qui aiment. Pour écouter la douce voix de l'énergumène : https://soundcloud.com/user-862514891/le-cri-de-la-chtouille-decembre-2016-george-michael"
240,2017-09-01,Il a fini d'attendre,Castor tillon," Formidable idée de Castor Tillon qui transpose l'univers de Lovecraft dans un acte improbablement retranscrit de pièce de théâtre de Boulevard fictive, une sorte d'extrait de Vaudeville à se taper les tentacules dans un coin, une intrigue bâtie sur le comique de situation essentiellement, une action pleine de rebondissements zboing zboing zboing cependant. Certes ici on ne traite pas d'adultère, de portes qui claquent, d'amant nu dans le placard mais la dynamique est similaire et parsemée de subtils calembours et contrepèteries habilement dissimulés qui se succèdent rapidement sur scène, en huis clos dans nos esprits torturés, se croisent en mode subliminal puis remontent des abysses de nos inconscients après la lecture tel une régurgitation acide suite à un bad trip au gaz hilarant dégoulinant de slime vert hideux et « Ciel, mon Cthumari ! mglw'nafh fhthagn-ngah cf'ayak 'vulgtmm vugtlag'n »."
241,2017-01-18,Nuées d'Insectes ou Baiser d'Or,Clacker," Des fois on se demande si Clacker ne prend pas des trucs avant de s’endormir ou si la lecture de Blacksad ne lui fait pas faire quelques petits cauchemars. Nous voici donc dans son univers barré où les humains côtoient des hybrides dans une atmosphère étrange. Un style très soigné et esthétique même si je déplore quelques passages confus. Un bon texte dans l’ensemble classé dans la catégorie Texts Appeal puisque, là encore, l’intrigue se porte sur les aventures d’une dame de petite vertu qui respire la joie de vivre."
242,2017-01-23,Radeau de La Méduse ou Glande Surrénale,Clacker," 4eme épisode de ""La Ruche"" de Clacker, la série zonarde à l'univers et l'intrigue les plus aboutis et fascinants depuis ""En plein cœur. PAN ! Pas ailleurs."" de Valstar Karamzin. Mandeville en Louisiane à l'intersection de plusieurs univers oniriques où mutants hybrides et humains se côtoient dans une ambiance cronenberguienne malsaine. Ville où les théories du philosophe homonyme sont mises en pratique : le vice individuel améliore la société et la vertu collective devient un chantage et un abus de pouvoir de la masse. Vous êtes cordialement invités à reprendre les 3 premiers épisodes depuis le début pour mieux savourer ce 4eme opus et entrevoir les différentes trames et enjeux qui se mettent en place. à chaque fois on cherche de nouvelles influences à cette série, et cette fois encore, un nouvel axe de lecture émerge selon moi, celui du Carnaval des Animaux de Camille Saint-Saëns, probablement forcément du fait de l'ambiance de Mardi-Gras permanent qui transpire de cette ville de Louisiane. Les hybrides in fine ne seraient-ils pas tout simplement les masques derrière lesquels on se cache pour camper d'autres personnages que celui de l'enfant qui sommeille en nous, pour survivre dans ce monde de brutes ?"
243,2017-10-02,Les Sept - Luzbel (5),Cuddle," Cinquième opus de la rubrique ""Les Sept"" de Cuddle. Le reboot de licence des Sept Mercenaires version RPG Fantasy prend à chaque épisode des formes de plus en plus inattendues. Cuddle contourne une nouvelle fois l'écueil du World Building expédié en shoot intraveineuse au lecteur, en téléportant ce denier dans des univers très lointains et très contrastés les uns des autres. Ce pourrait être désarçonnant s'il fallait s'attacher aux détails folkloriques pour comprendre la trame générale. Ce n'est pas le cas, mais chaque chapitre jusqu'à présent peut aussi être perçu comme un texte indépendant, cohérent, très immersif et très agréable à lire. Chacun d'eux est une petite perle et le cinquième dans des sphères totalement étrangères à celles des 4 premier volets, est à nouveau original et envoûtant. Le Panthéon des Sept s'enrichit d'un nouveau membre, un nouveau fléau pour l'humanité. Le suspense est à son comble, on attend avec impatience la rencontre de l'ensemble des personnages qui ne se croisent toujours pas. Que pourra-il donc advenir ? Les sept vont-il détruire une bonne fois pour toutes et comme elle le mérite depuis si longtemps, l'espèce humaine ? Les sept vont-il sauver Blanche Neige puis se reconvertir dans l'extraction de minerais ? Peut être formeront-il un syndicat de super héros bien relous puis lanceront-ils une grève générale, ce qui serait un beau pied de nez à toutes ces ligues de justiciers débiles qui saturent l'espace storytellique contemporain ? A moins qu'ils ne décident d'être embauchés par Barnum et qu'ils montent un grand freak show télévisé ? Vite la suite ! Nos petits neurotransmetteurs synaptiques sont en ébullition et nous voilà déjà tous accro."
244,2017-12-02,La loi du Talion - La grenouille et les 3 frères (1),Cuddle," Contrairement à ce que laisserait penser le titre du 1er volet : Il n'y a ni trace de Didier Bourdon, pas plus que de Bernard Campan, ni même Pascal Légitimus dans ce texte. Œil pour Œil, dent pour dent, carac pour carac, PV pour PV... la loi du Talion revue à la sauce RPG fanatsy par Cuddle qui entame un second feuilleton de genre en parallèle de Les Sept. Toujours très bien écrit et immersif mais à la différence de la première télénovela onirico-médiévale, celle-ci semble s'inscrire dans une trame plus linéaire. Cela dit c'est peut-être une fausse impression, il faudrait attendre avec impatience la suite pour se faire une idée à ce sujet. Très clairement, l'admin grande prêtresse Britneyspearesque lance un sort 50+1D100/2 sur la ligne éditoriale et annonce clairement son intention de mener une OPA sur la Zone. Attendons-nous donc à un grand remplacement prochain des zonards par des nerds adeptes de Warhammer sur plateau, GN et également des concours de cosplay. Je suis aussi résigné que Michel Onfray dans son livre ""Décadence"" livré avec une prescription de Prozac : une civilisation zonarde sur le point de disparaître et une nouvelle sur le point d'éclore ? Après tout quelle différence tant que ça reste bien écrit et inspiré. Je me fais gâteux, je me répète mais cette année la Zone aura un Stand au ComicCon 2017. Quoi qu'il en soit : la suite ! la suite ! la suite !"
245,2017-04-15,Le Dernier cigare de Melville Gargarov,Clacker," Encore un très bon texte de St-Con dont l'atmosphère est quelque peu dérangeante. Alors oui, quelques passages m'ont fait pensé que Clacker avait de petits problèmes psychologiques mais bon, le texte en vaut le détour. Le personnage qui travaille dans un ""abattoir industriel de volailles"" (ça annonce le décor) va faire une rencontre inattendue qui va changer le cour de sa vie. Une trame simple donc mais une exécution parfaite, avec des descriptions jouissives et des dialogues bien léchés. Bref, un bon texte de St-Con et un autre adversaire à abattre ou à pousser dans son propre abattoir. Dernier avertissement : ""on demande aux parents responsables de ne pas lire cette histoire à leurs enfants avant d'aller se coucher, merci""."
246,2017-03-05,La loi du Talion - La chute du Prince (3),Cuddle," 3ème épisode de la Saga Heroic Fantasy warhammeresque et gameofthronienne de Cuddle, la loi du Talion. Les indices se démultiplient et la relation entre les légendes des Sept, autre rubrique du même auteur et cette nouvelle série, se fait plus évidente, et il est d'ailleurs jouissif de se replonger dans les anciens textes pour créer des connexions. Une grande guerre fait rage sur les Terres du Silence entre les Anges Déchus devenus mortels et bestiaux et des Hommes vicieux, assoiffés de vengeance. Ils veulent récupérer les terres occupées par les anges du fait de la sanction de l'Eternel, et pour ce faire, n'hésitent pas à faire appel aux plus occultes des maléfices, en l’occurrence à invoquer les Sept Légendaires pour neutraliser les chefs, légions et citées angéliques. La dernière fois, Béhémoth, l'Ogre d’Anubarak et cette fois-ci en pointillé, Abbadon de Khartel-Ianus, le médecin provoquant des pandémies bien malgré lui. Je spoile peut-être maladroitement et selon mon interprétation du foisonnement de l'oeuvre, mais il me semble que c'est indispensable pour constituer un contexte avant de se lancer dans la lecture, un peu à la manière des récapitulatifs ""Previously on Trucmuche"" des séries américaines. Je ne suis pas le mieux placé pour faire ce récapitulatif aussi peut être les idées que j'y déploie ne tiennent pas la route. Tant mieux si elles exaspèrent l'auteur, que de grandes polémiques sont lancées dans les commentaires pour soutenir d'autres théories que celles que j'avance. En espérant que Cuddle vienne nous recadrer avec un fouet à fléaux d'arme et une armure de cuir légère cloutée à lanières empoisonnées."
247,2017-05-20,Tenter de vivre. #TDM2017,hurlante nova," Il se raconte dans des contrées lointaines, passées, futures et proches, et dans pas mal de mondes parallèles et perpendiculaires aussi, que le soir du duel télévisé du second tour des présidentielles 2012, un superbe discours en réponse à l'ignoble anaphore de triste mémoire ""Moi, président"" de François Hollande, avait été longuement pensé puis couché sur le papier par Didier Barbelivien pour son copain de toujours, Nicolas Sarkozy afin de lui venir en aide en direct. Ce discours, lui-même anaphorique, fut cependant envoyé par texto et s'évapora dans les méandres du réseau 3G peu fiable de l'époque et du coup, Sarkozy privé de répartie, désarçonné, perdit et le débat et les élections, bec cloué par ce flow socialo-bisounoursien de promesses honteuses qui n'eurent jamais de lendemain, mais qui sur le coup charmèrent un électorat crétin. Plus qu'un discours, c'était une leçon de vie, une leçon de développement personnel pour tout un pays en panne d'avenir, de désirs et de rêves. Fou de rage par l'incompétence (ou peut-être pire, le zèle) des techniciens cryptobolcheviques des télécommunications françaises, Didier Barbelivien déchira ce texte exceptionnel en de tous petits petits petits morceaux, bien plus petits que la taille des caractères de la police utilisée, puis il le brûla, puis de rage, il l'effaça de sa mémoire en plaçant longuement sa tête dans un four micro-ondes. En bon archéologue de l'extrême et de l'impossible, Hurlante Nova a tout de même réussi à reconstituer cet improbable puzzle grâce à sa connexion psycho-tellurique avec le cosmos et ses pouvoirs de télékinésie littéraire spatio-temporelle. Gloire et louanges éternelles sur sa personne !"
248,2017-01-06,«Tu t’indigneras.»,Lourdes Phalanges," Lourdes Phalanges est à l'initiative du nouvel appel à textes ""Indignez-vous !"" Dans sa ligne de mire, plusieurs mouvements nés en Europe du sud et ayant conduit à la création de soi-disant partis politiques de la société civile comme Podemos et Syriza et qui au final se révèlent aussi incapables et corrompus que les partis traditionnels, et même si Nuit Debout en France, portée par feu le prophète Stéphane Hessel, n'a pas réussi cette révolution citoyenne inutile et qu'en lieu et place on a eu droit à ""En Marche"" qui in fine est une récupération libérale de cette dynamique citoyenne prônant le renouvellement des classes politiques et le dégagisme à coups de balais, on voit bien avec les affaires actuelles que changer des experts de l'escroquerie au service du pouvoir par des amateurs de l'escroquerie au service du pouvoir, ça ne change fondamentalement pas grand chose, si ce n'est qu'il faut un paquet d'hommes de paille pour réaliser un effet de poudre de perlimpinpin et qu'on retombe dans les mêmes travers de porcs au niveau de ceux qui tirent les ficelles et qui n'ont pas besoin de ventriloques et que ma gueule, ma gueule, ma gueule, mais bordel de merde, ma gueule, de quoi je suis en train de parler là ? ça n'a rien à voir avec le texte de Lourde Phalanges qui traite plutôt de la vacuité de l'indignation qui reste stérile si elle ne s'accompagne pas de l'action, de la révolte, des assassinats ciblés, de la guerre civile et surtout de ma gueule, quoi, putain, je m'emballe encore sur un hors sujet en présentation de texte, ça la fout mal. Quoi qu'il en soit, le dossier est lancé et Lourdes Phalanges montre la voie à suivre. Alors indignez-vous de l'indignation ambiante de notre contemporanéité, parodiez les hystériques qui n'ont que de la gueule, étonnez la caste présomptueuse des administrateurs en vous réappropriant le sujet et en postant à votre tour un texte dans la ligne éditoriale du site."
249,2017-07-07,"Guide de la romance, des bonnes manières et de la courtoisie en milieu mondain.",hurlante nova," Poster un texte de Hurlante Nova, le 7 Juillet 2017, c'est un peu comme faire un triple sept au casino. On crie ""Jackpot ! Jackpot !"" On court partout en faisant des bisous à tout le monde, on fait des roulades et on est tout content et tout excité, puis, une fois que l'hystérie est retombée, comme on n'a pas entendu la cloche et les grelots, la musique en 8 bit, que personne ne nous congratule, et qu'il n'y a pas la moindre trace du moindre jeton craché, on remarque sur la machine à sous, un 17 en lieu et place du dernier 7 puis, comme le nez au milieu de la figure, cet énorme U à la place du O dans le mot SLOT MACHINE. Il était là, devant nos yeux, depuis le début, bien caché. Alors, une révélation nous investit comme une évidence puis on se répète en boucle, qu'à bandit manchot, manchot et demi. On est roulé en boule, désespéré, dans le noir et on se console en se berçant doucement au coin de la pièce vide et capitonnée dans laquelle on se trouve. CEPENDANT il n'empêche que ceci est une excellente contribution au dossier #IndignezVous de Lourdes Phalanges ! Probablement le texte le plus féministe et engagé que j'aie pu lire de ma vie !"
250,2017-10-08,L'arbre blanc,nihil," Ai-je rêvé ? A moins que… Non, Nihil, maitre en sa demeure, pousse la lourde porte et va s'asseoir dans son fauteuil en cuir véritable poussiéreux mais toujours placé au même endroit, près de ce grand feu qui n'en finit plus de brûler. Point de cris de joie dithyrambiques ô combien convenus, on connait le bonhomme. Il a bien voyagé et revient nous livrer sa vision, pénétrante et insaisissable, annonciatrice d'une nouvelle eschatologie."
251,2017-08-21,Miséricorde,Dourak Smerdiakov," L'individu Smerdiakov, Grand Sage de l'Oural, se lance, tel Phileas Fogg autour du Monde, dans le ""Marathon de la connerie en solitaire"", une course contre la montre pour franchir la barre des 100 articles publiés et devenir le troisième ""propaganda guru"" sur la Zone avant le camarade HaiKulysse, stakhanoviste endurci. Flood d'excellents sonnets et ballades en perspective dans cette nouvelle rubrique http://www.lazone.org/articles/rubriques/87.html . Aujourd'hui telle une improbable mise en abyme sur sa propre initiative, Dourak nous horrifie avec ses visions prophétiques d'un imminent Jugement Dernier qui s'abattra prochainement sur nous tous, tel un déluge de vers en octosyllabes."
252,2017-08-27,La plus-value de la cigale (1/2),Muscadet," Première partie de la contribution très attendue de Muscadet par tous ceux qui suivent les échanges sur le forum de lazone point org. En effet, ce texte génial avait fait l'objet d'un trailer en ces lieux, en l'objet une phrase mystérieuse de l'auteur : ""Je viens de rencontrer l'un des ancêtres du XIXème siècle de Jacques Attali. Et contrairement à l'épisode 6 de Game of Thrones, je ne leakerai pas avant l'heure."" Pour une fois, je me suis donc forcé à ne lire que la première moitié de ce nouveau monument littéraire avant de le publier pour éviter de spoiler et gâcher l'émerveillement qu'il y a à savourer du Muscadet, ligne à ligne, par soi-même, à l'instar de la cocaïne, j'imagine. Quoi donc vous annoncer pour ne pas vous ôter ce plaisir ? Et bien ce texte s'inscrit dans la continuité de ceux où Muscadet nous relate son quotidien. Après la Bretagne, entre un flashback à Strasbourg puis vers le Raizet de Pointe-à-Pitre et une prémonition nostradamiène à Salon-de-Provence, on retrouve notre héros récurrent dans de multiples moyens de transport, confronté à des situations plus romanesques les unes que les autres, au sens Proustien de la chose. Je me suis régalé et il me hâte de lire la seconde partie aussi j'écris probablement n'importe quoi. En illustration, j'ai tenté de représenter Muscadet et son oeuvre zonarde qu'il devrait sérieusement réfléchir à compiler dans un recueil. Je lui conseille amicalement le titre : ""La quadrature de l'Hexagone"" pour faire de l'ombre à Lorànt Deutsch en termes de ventes, la qualité intrinsèque étant des milliards de fois supérieures à d'infinis niveaux de considération."
253,2017-08-31,La plus-value de la cigale (2/2),Muscadet," Que conte ici l’auteur si ce n’est la seule véritable Histoire derrière toutes les autres : l’Homme attendant la mort. Quand certains font tout pour retourner le sablier, Muscadet prend l’escalator à contre-sens, refusant le nihilisme de l’instant pur. Il remonte lentement mais surement, sentant les marches mécaniques l’emporter, sondant silencieusement la parcelle du monde qui lui est allouée tel le Space Marine de la licence Doom; et, à l’instar de ce dernier, s’infiltre dans cet enfer climatisé (-Il a d’ailleurs rappelé à mon suffocant souvenir le chef d’oeuvre de Selby qui illustre parfaitement cette expression-) qui nous sert de ligne de vie jusqu’à la tombe ou l’incinérateur. Taquin, fripon (rappelons l’emploi presque sidérant de biais empathiques tels que l’auto-dénigrement et une magnanimité passagère = ruse, thérapie à peu de frais ou paresse dans l’élaboration d’un système totalitaire enfin viable ?), Muscadet se permet de laisser des indices au cas où un ou plusieurs lecteurs souhaiteraient suivre ses traces (ensanglantées, entre autres, - Mère-Nature n’aura pas son oedipe sur ce coup-), partir à sa recherche et arpenter le réel, terrain de jeu quasi-houellebecquien malgré lui. Mais l’âme frêle préférera se laisser porter sans résister par la voix de ce guide aux traits christiques, qui résonne dans nos têtes, et qui de sa vue FPS mitraille/plastique/achève intérieurement les psaumes, icônes et cultes actuels sans jamais passer le niveau final, l’XP foisonnant pourtant. Le lot de ceux cultivant une certaine sagacité. Il rappelle ainsi, et pour finir sur une note plus convenue, que la littérature, plus beau mirage de l’univers, rend le poison plus ragoutant quand elle est bien distillée."
254,2017-09-27,Eau Javellisante ou Poisson-Scie Gentleman,Clacker," Clacker nous gratifie d'un septième volet de sa rubrique très attendue, ""La Ruche"". Pour rappel, à Mandeville en Louisiane des évenements très troublants tendent à prouver que le vice individuel améliore la société et que la vertu collective devient un chantage et un abus de pouvoir de la masse. On entre dans une phase post burn-out de la ligne storytellique et la trame scénaristique s'en trouve entrecoupée de nombreux glitchs WTF. Pour moi c'est une sorte d'antithèse du film ""No Country for old men"" des frères Cohen. Le Grand Méchant est mort et tous les personnages restants partent totalement en vrille comme si un équilibre universel venait d'être perturbé et que le trop plein de vice et méchanceté éliminé devait être redistribué dans la psyché de tous les protagonistes encore en vie. La fin paroxystique dans le domaine du WTF se trouve probablement quelque part entre un pétage de plomb de l'auteur, du pur foutage de gueule, une critique subtile des storyverses lynchiens et incluant probablement aussi toutes les réciproques à ce que j'avance. Clacker nous teste-t-il ? Clacker se teste-t-il ? Peu importe. Le tout est très plaisant et totalement déconcertant relativement aux épisodes précédents alors mêlons-nous de ce qui nous regarde et profitons de ce nouvel opus tout en en réclamant un nouveau. Envoyons des pétitions à faire signer à Caroline de Haas sur Change.org s'il le faut. Message complémentaire de l'auteur : ""Précision : J'ai écrit ce nouvel épisode en écoutant ça en boucle https://www.youtube.com/watch?v=C1GhNWS3yN8 (qui pourrait très bien être le générique de La Ruche, d'ailleurs, soyons fous, osons le cross-média)"" Alors : oui, soyons fous ! (plus beau slogan du monde)"
255,2017-08-10,Sans Préliminaires,Dourak Smerdiakov,
256,2017-09-10,Le Seuil du miroir,Clacker," Je repasse l'initiative K.Dick en page d'accueil comme le réclame Clacker qui argumente en message complémentaire : "" Surtout avec la sortie de Blade Runner 2049 (que je vous conseille bigrement, c'est autre chose que l'Alien Covenant dégueulasse dont Ridley Scott nous a gratifié)"" et effectivement la Zone point org s'associe à l'industrie hollywoodienne et ARTE pour presser les restes du pauvre P.K.Dick jusqu'à la dernière goutte. Quoi qu'il en soit, et même si je ne suis pas d'accord sur le constat du dernier Alien, Clacker nous propose un remarquable univers dickien en mode immersion et évitant l'écueil du world building. Excellentissime série en perspective avec la promesse de 3 épisodes du même acabit puisque Clacker réussit un incroyable tour de force : créer un dickivers avec l'ensemble des ingrédients de la soupe primitive du maître. A savoir : paranoïa introspectrice, système dictatorial en mode tech noire, pouvoir de l'esprit sur la matière, usage de drogues alternatives et même l'emploi de chats oniriques. (Qu'on se rassure, aucun félin n'a été maltraité durant l'écriture du premier volet. ) Rajoutez à cela un bestiaire de personnages plus folkloriques les uns que les autres et vous serez comblés et pourtant interloqués : Comment Clacker sur cette base nickelle réussira-t-il à n'écrire que 3 épisodes alors que les fondations d'un roman super bien fichu viennent d'être posées ?"
257,2017-10-13,Deadpool est cool,Lunatik-," Sous ses airs d'histoire absurde, Lunatik- nous propose en réalité une love story à faire s'effondrer des mythes comme Romeo et Juliette, Héloïse et Abélard, Tango and Cash, Procter and Gamble. Vous serez étonnés de voir à quel point le viol des copyrights de Marvel Comics est subtilement assumé. Préparez-vous pour un grand rollercoaster émotionnel donc, des rires très forts, puis des larmes par torrents : un vrai simulateur de bipolarité cyclothymique au final. Prenez vos médocs. La Zone point org décline toute responsabilité en cas de lésion neuronale suite à la lecture de ce texte. Je l'ai unilatéralement classé dans le dossier ""Foutre le bordel !"" même si je ne pense pas que l'auteur ait répondu à l'appel mais c'est l'effet que la lecture fait à mes pauvres petites cellules grises. Double pouce en l'air."
258,2017-10-16,Sarcelles,Dourak Smerdiakov,
